PreyGene;WT_NC;WT_S;WT_FCS;G12_NC ;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
VPS4B;0;0;0;0;0;0;0;0;0;0;0;0
MTA2;0;0;0;0;0;0;0;0;0;0;0;0
RHOBTB3;0;0;0;0;0;0;0;0;0;0;0;0
SLU7;0;0;0;0;0;0;0;0;0;0;0;0
JUN;0;0;0;0;0;0;0;0;0;0;0;0
H2AFX;0;0;0;0;0;0;0;0;0;0;0;0
ZNF24;0;0;0;0;0;0;0;0;0;0;0;0
MAPK1;0;0;0;0;0;0;0;0;0;0;0;0
SMS;0;0;0;0;0;0;0;0;0;0;0;0
RPP30;0;0;0;0;0;0;0;0;0;0;0;0
SSRP1;0;0;0;0;0;0;0;0;0;0;0;0
RAPGEF1;0;0;0;0;0;0;0;0;0;0;0;0
EXOC8;0;0;0;0;0;0;0;0;0;0;0;0
PPM1E;0;0;0;0;0;0;0;0;0;0;0;0
THOC3;0;0;0;0;0;0;0;0;0;0;0;0
SENP3;0;0;0;0;0;0;0;0;0;0;0;0
PSTPIP2;0;0;0;0;0;0;0;0;0;0;0;0
AGO3;0;0;0;0;0;0;0;0;0;0;0;0
RRAGC;0;0;0;0;0;0;0;0;0;0;0;0
SPC25;0;0;0;0;0;0;0;0;0;0;0;0
CELSR2;0;0;0;0;0;0;0;0;0;0;0;0
DCP1A;0;0;0;0;0;0;0;0;0;0;0;0
ECHDC1;0;0;0;0;0;0;0;0;0;0;0;0
HAUS2;0;0;0;0;0;0;0;0;0;0;0;0
KCMF1;0;0;0;0;0;0;0;0;0;0;0;0
STK39;0;0;0;0;0;0;0;0;0;0;0;0
AFF4;0;0;0;0;0;0;0;0;0;0;0;0
ZNHIT2;0;0;0;0;0;0;0;0;0;0;0;0
CNOT11;0;0;0;0;0;0;0;0;0;0;0;0
MTMR6;0;0;0;0;0;0;0;0;0;0;0;0
PDE10A;0;0;0;0;0;0;0;0;0;0;0;0
MRPL11;0;0;0;0;0;0;0;0;0;0;0;0
NOP16;0;0;0;0;0;0;0;0;0;0;0;0
ATG4B;0;0;0;0;0;0;0;0;0;0;0;0
COMMD3-BMI1;0;0;0;0;0;0;0;0;0;0;0;0
DENND4C;0;0;0;0;0;0;0;0;0;0;0;0
GPATCH4;0;0;0;0;0;0;0;0;0;0;0;0
ATP7B;0;0;0;0;0;0;0;0;0;0;0;0
AP2S1;0;0;0;0;0;0;0;0;0;0;0;0
UBE3C;0;0;0;0;0;0;0;0;0;0;0;0
VRK2;0;0;0;0;0;0;0;0;0;0;0;0
CMAS;0;0;0;0;0;0;0;0;0;0;0;0
SLC25A19;0;0;0;0;0;0;0;0;0;0;0;0
SDF2L1;0;0;0;0;0;0;0;0;0;0;0;0
BRD7;0;0;0;0;0;0;0;0;0;0;0;0
EXOSC3;0;0;0;0;0;0;0;0;0;0;0;0
ZCCHC3;0;0;0;0;0;0;0;0;0;0;0;0
CEP72;0;0;0;0;0;0;0;0;0;0;0;0
VTI1B;0;0;0;0;0;0;0;0;0;0;0;0
ZC3H7B;0;0;0;0;0;0;0;0;0;0;0;0
TMA7;0;0;0;0;0;0;0;0;0;0;0;0
SBDS;0;0;0;0;0;0;0;0;0;0;0;0
CFAP20;0;0;0;0;0;0;0;0;0;0;0;0
MORC2;0;0;0;0;0;0;0;0;0;0;0;0
NECAP2;0;0;0;0;0;0;0;0;0;0;0;0
GDAP2;0;0;0;0;0;0;0;0;0;0;0;0
APPL1;0;0;0;0;0;0;0;0;0;0;0;0
SYNRG;0;0;0;0;0;0;0;0;0;0;0;0
GAB2;0;0;0;0;0;0;0;0;0;0;0;0
NDUFS7;0;0;0;0;0;0;0;0;0;0;0;0
STRN4;0;0;0;0;0;0;0;0;0;0;0;0
SUPT4H1;0;0;0;0;0;0;0;0;0;0;0;0
HMGCS1;0;0;0;0;0;0;0;0;0;0;0;0
HP1BP3;0;0;0;0;0;0;0;0;0;0;0;0
NUP54;0;0;0;0;0;0;0;0;0;0;0;0
GLMN;0;0;0;0;0;0;0;0;0;0;0;0
CNNM1;0;0;0;0;0;0;0;0;0;0;0;0
BMP2K;0;0;0;0;0;0;0;0;0;0;0;0
DDX18;0;0;0;0;0;0;0;0;0;0;0;0
POLR3E;0;0;0;0;0;0;0;0;0;0;0;0
TRIM33;0;0;0;0;0;0;0;0;0;0;0;0
C11orf96;0;0;0;0;0;0;0;0;0;0;0;0
ACOT7;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC13;0;0;0;0;0;0;0;0;0;0;0;0
CPOX;0;0;0;0;0;0;0;0;0;0;0;0
VAC14;0;0;0;0;0;0;0;0;0;0;0;0
RABEP1;0;0;0;0;0;0;0;0;0;0;0;0
INA;0;0;0;0;0;0;0;0;0;0;0;0
RALY;0;0;0;0;0;0;0;0;0;0;0;0
DOCK6;0;0;0;0;0;0;0;0;0;0;0;0
POLR1B;0;0;0;0;0;0;0;0;0;0;0;0
GAR1;0;0;0;0;0;0;0;0;0;0;0;0
CDK12;0;0;0;0;0;0;0;0;0;0;0;0
SIPA1L2;0;0;0;0;0;0;0;0;0;0;0;0
FAF1;0;0;0;0;0;0;0;0;0;0;0;0
PLAA;0;0;0;0;0;0;0;0;0;0;0;0
ZNF281;0;0;0;0;0;0;0;0;0;0;0;0
SLAIN2;0;0;0;0;0;0;0;0;0;0;0;0
MRPS18C;0;0;0;0;0;0;0;0;0;0;0;0
NCOA4;0;0;0;0;0;0;0;0;0;0;0;0
SDHA;0;0;0;0;0;0;0;0;0;0;0;0
HECTD4;0;0;0;0;0;0;0;0;0;0;0;0
GJA1;0;0;0;0;0;0;0;0;0;0;0;0
BLMH;0;0;0;0;0;0;0;0;0;0;0;0
SBSN;0;0;0;0;0;0;0;0;0;0;0;0
OSBPL6;0;0;0;0;0;0;0;0;0;0;0;0
NO66;0;0;0;0;0;0;0;0;0;0;0;0
CDKN2AIP;0;0;0;0;0;0;0;0;0;0;0;0
PCDHGC3;0;0;0;0;0;0;0;0;0;0;0;0
MED16;0;0;0;0;0;0;0;0;0;0;0;0
IGHG1;0;0;0;0;0;0;0;0;0;0;0;0
GID8;0;0;0;0;0;0;0;0;0;0;0;0
SACS;0;0;0;0;0;0;0;0;0;0;0;0
CCDC88C;0;0;0;0;0;0;0;0;0;0;0;0
WDR37;0;0;0;0;0;0;0;0;0;0;0;0
ECT2;0;0;0;0;0;0;0;0;0;0;0;0
EMC7;0;0;0;0;0;0;0;0;0;0;0;0
MRTO4;0;0;0;0;0;0;0;0;0;0;0;0
TRAPPC8;0;0;0;0;0;0;0;0;0;0;0;0
PROSER3;0;0;0;0;0;0;0;0;0;0;0;0
PDE4DIP;0;0;0;0;0;0;0;0;0;0;0;0
SLC2A1;0;0;0;0;0;0;0;0;0;0;0;0
PIP4K2B;0;0;0;0;0;0;0;0;0;0;0;0
DPYSL5;0;0;0;0;0;0;0;0;0;0;0;0
HMGN1;0;0;0;0;0;0;0;0;0;0;0;0
HSDL2;0;0;0;0;0;0;0;0;0;0;0;0
WDR11;0;0;0;0;0;0;0;0;0;0;0;0
ERGIC2;0;0;0;0;0;0;0;0;0;0;0;0
SLC4A1AP;0;0;0;0;0;0;0;0;0;0;0;0
PLCG2;0;0;0;0;0;0;0;0;0;0;0;0
AFTPH;0;0;0;0;0;0;0;0;0;0;0;0
AGK;0;0;0;0;0;0;0;0;0;0;0;0
SSSCA1;0;0;0;0;0;0;0;0;0;0;0;0
TOMM40;0;0;0;0;0;0;0;0;0;0;0;0
HSPA6;0;0;0;0;0;0;0;0;0;0;0;0
AP1B1;0;0;0;0;0;0;0;0;0;0;0;0
SHPRH;0;0;0;0;0;0;0;0;0;0;0;0
THADA;0;0;0;0;0;0;0;0;0;0;0;0
DTYMK;0;0;0;0;0;0;0;0;0;0;0;0
VASN;0;0;0;0;0;0;0;0;0;0;0;0
CABLES1;0;0;0;0;0;0;0;0;0;0;0;0
WDR81;0;0;0;0;0;0;0;0;0;0;0;0
UHRF1BP1L;0;0;0;0;0;0;0;0;0;0;0;0
COPS8;0;0;0;0;0;0;0;0;0;0;0;0
DNAJB12;0;0;0;0;0;0;0;0;0;0;0;0
MRPS15;0;0;0;0;0;0;0;0;0;0;0;0
MCU;0;0;0;0;0;0;0;0;0;0;0;0
CAMKK2;0;0;0;0;0;0;0;0;0;0;0;0
SMARCE1;0;0;0;0;0;0;0;0;0;0;0;0
SF3B4;0;0;0;0;0;0;0;0;0;0;0;0
